origin / session_media,date,total_users,sessions,engagement_rate,engaged_sessions,average_session_duration,session_conversion_rate,conversions,avarage_purchase_revenue,total_revenue
google / cpc,20230614,294,338,0.6242603550295858,211,297.10271466863907,0.008875739644970414,3,435.43666666666667,1306.31
google / cpc,20230616,223,265,0.6528301886792452,173,280.0896382377358,0.011320754716981131,3,134.14999933333334,402.449998
google / cpc,20230622,337,375,0.49333333333333335,185,232.98432513600002,0.008,3,369.0299993333333,1107.089998
google / cpc,20230701,149,175,0.6685714285714286,117,250.56705223428577,0.017142857142857144,3,312.9499983333333,938.849995
google / cpc,20230704,223,265,0.690566037735849,183,312.99917920000007,0.011320754716981131,3,729.7833336666666,2189.350001
google / cpc,20230706,201,255,0.6862745098039216,175,475.52876057647063,0.011764705882352941,3,547.5400016666666,1642.620005
google / cpc,20230707,179,214,0.6401869158878505,137,334.65966923831775,0.009345794392523364,3,470.8433313333333,1412.529994
google / cpc,20230715,193,236,0.6398305084745762,151,297.5105310508474,0.012711864406779662,3,1027.566667,3082.700001
google / cpc,20230803,300,359,0.6072423398328691,218,288.05717662674095,0.008356545961002786,3,453.5599986666667,1360.679996
google / cpc,20230805,293,337,0.6884272997032641,232,250.63613937982194,0.008902077151335312,3,713.9099996666666,2141.729999
google / cpc,20230810,298,368,0.6277173913043478,231,215.52869783152173,0.008152173913043478,3,161.02666733333334,483.080002
google / cpc,20230815,286,355,0.6281690140845071,223,257.86131257183104,0.008450704225352112,3,128.85,386.55
google / cpc,20230816,284,330,0.5969696969696969,197,221.84859481818182,0.00909090909090909,3,124.576667,373.730001
google / cpc,20230822,267,299,0.6822742474916388,204,268.96049322408027,0.010033444816053512,3,162.02333133333335,486.069994
google / cpc,20230828,127,159,0.7169811320754716,114,530.5111850566038,0.012578616352201259,3,422.21,1266.63
google / cpc,20230830,148,186,0.6666666666666666,124,383.72380758064514,0.016129032258064516,3,200.63333266666666,601.899998
google / cpc,20230904,193,235,0.676595744680851,159,422.63903577872344,0.01276595744680851,3,239.36000133333334,718.080004
google / cpc,20230905,196,243,0.6213991769547325,151,406.0750609218107,0.012345679012345678,3,378.7766673333333,1136.330002
google / cpc,20230907,155,175,0.6628571428571428,116,279.1981968685714,0.017142857142857144,3,279.3500006666667,838.050002
google / cpc,20230914,218,264,0.625,165,308.7504825075757,0.011363636363636364,3,527.7133323333334,1583.139997
google / cpc,20230918,227,295,0.6542372881355932,193,337.61554567457625,0.010169491525423728,3,508.00666533333333,1524.019996
google / cpc,20230921,211,259,0.6833976833976834,177,274.54715119691116,0.011583011583011582,3,278.0066663333333,834.019999
google / cpc,20231002,236,280,0.6678571428571428,187,339.8298777714285,0.007142857142857143,3,901.1800003333334,2703.540001
google / cpc,20231009,201,229,0.6637554585152838,152,290.10313323580783,0.013100436681222707,3,422.9566663333333,1268.869999
google / cpc,20231010,187,219,0.684931506849315,150,511.77240364840185,0.0136986301369863,3,176.590002,529.770006
google / cpc,20231016,201,245,0.6489795918367347,159,237.59689807346936,0.012244897959183673,3,406.816665,1220.449995
google / cpc,20231018,250,297,0.6936026936026936,206,266.14051843771045,0.010101010101010102,3,162.96000133333334,488.880004
google / cpc,20231019,243,298,0.6040268456375839,180,272.90174804362414,0.010067114093959731,3,256.056668,768.170004
google / cpc,20231025,212,265,0.6,159,264.02842144150947,0.011320754716981131,3,201.46666566666664,604.399997
google / cpc,20231111,194,243,0.5761316872427984,140,291.8279060288066,0.012345679012345678,3,325.7433326666667,977.229998
google / cpc,20231206,204,253,0.6600790513833992,167,303.0761100158103,0.011857707509881422,3,1098.5233333333333,3295.57
google / cpc,20231209,184,226,0.6946902654867256,157,390.6887414380531,0.01327433628318584,3,102.136667,306.410001
google / organic,20230720,58,74,0.6351351351351351,47,326.56663535135135,0.02702702702702703,3,1275.0966673333332,3825.290002
google / organic,20230814,86,107,0.6635514018691588,71,344.49734627102805,0.018691588785046728,3,176.719999,530.159997
google / organic,20230815,73,83,0.6024096385542169,50,251.7993095180723,0.024096385542168676,3,1693.5900006666668,5080.770002
google / organic,20230831,73,86,0.6395348837209303,55,314.7205824302326,0.03488372093023256,3,276.95,830.85
google / organic,20231013,71,83,0.6867469879518072,57,217.12867178313252,0.024096385542168676,3,686.7433343333333,2060.230003
google / organic,20231213,77,89,0.6292134831460674,56,208.07742275280899,0.033707865168539325,3,228.64999933333334,685.949998
linktr.ee / referral,20231119,81,85,0.9058823529411765,77,348.6364329764706,0.03529411764705882,3,409.2799993333333,1227.839998
newsletter / home,20230423,67,77,0.6883116883116883,53,261.3453942857143,0.03896103896103896,3,321.7833336666667,965.350001
newsletter / home,20230717,63,90,0.6444444444444445,58,560.8186420777777,0.03333333333333333,3,691.373333,2074.119999
newsletter / home,20230831,47,82,0.7073170731707317,58,788.0307232682927,0.036585365853658534,3,287.573334,862.720002
(direct) / (none),20230319,46,56,0.5714285714285714,32,339.0809399107143,0.03571428571428571,2,423.3100015,846.620003
(direct) / (none),20230324,65,77,0.5324675324675324,41,229.83557768831167,0.025974025974025976,2,361.8849995,723.769999
(direct) / (none),20230409,86,92,0.5760869565217391,53,224.72453820652171,0.021739130434782608,2,204.985001,409.970002
(direct) / (none),20230414,55,62,0.3870967741935484,24,215.33833945161285,0.03225806451612903,2,286.224999,572.449998
(direct) / (none),20230423,40,45,0.4444444444444444,20,204.6231151777778,0.044444444444444446,2,198.7499995,397.499999
(direct) / (none),20230427,78,85,0.5294117647058824,45,191.43945991764707,0.011764705882352941,2,109.425,218.85
(direct) / (none),20230502,77,86,0.46511627906976744,40,244.8112648139535,0.023255813953488372,2,285.269999,570.539998
(direct) / (none),20230509,90,104,0.46153846153846156,48,203.25765294230771,0.009615384615384616,2,197.7400025,395.480005
(direct) / (none),20230515,86,99,0.5353535353535354,53,199.20689403030303,0.020202020202020204,2,853.3999985,1706.799997
(direct) / (none),20230517,70,77,0.44155844155844154,34,220.22119477922075,0.025974025974025976,2,516.865001,1033.730002
(direct) / (none),20230526,67,78,0.5,39,274.7409710128205,0.02564102564102564,2,218.149998,436.299996
(direct) / (none),20230529,105,122,0.48360655737704916,59,173.76079633606557,0.01639344262295082,2,1338.7750005,2677.550001
(direct) / (none),20230608,51,64,0.46875,30,196.837855390625,0.03125,2,290.469998,580.939996
(direct) / (none),20230613,96,105,0.41904761904761906,44,203.5432041809524,0.01904761904761905,2,565.744999,1131.489998
(direct) / (none),20230616,130,148,0.43243243243243246,64,155.9077214391892,0.013513513513513514,2,575.26,1150.52
(direct) / (none),20230621,245,266,0.34962406015037595,93,121.68111657894737,0.007518796992481203,2,292.005,584.01
(direct) / (none),20230626,210,233,0.38197424892703863,89,202.2140186609442,0.004291845493562232,2,214.98,429.96
(direct) / (none),20230707,52,67,0.582089552238806,39,286.08591483582086,0.029850746268656716,2,95.119999,190.239998
(direct) / (none),20230708,43,46,0.34782608695652173,16,146.2894513478261,0.043478260869565216,2,95.1250005,190.250001
(direct) / (none),20230709,70,74,0.43243243243243246,32,168.77891416216215,0.02702702702702703,2,234.0399985,468.079997
(direct) / (none),20230716,45,50,0.56,28,328.65931654,0.04,2,244.139999,488.279998
(direct) / (none),20230718,78,86,0.4069767441860465,35,264.75389762790695,0.023255813953488372,2,956.9699995,1913.939999
(direct) / (none),20230721,72,82,0.5609756097560976,46,277.6259185121951,0.024390243902439025,2,190.84,381.68
(direct) / (none),20230722,56,61,0.47540983606557374,29,228.50647101639345,0.03278688524590164,2,182.5499995,365.099999
(direct) / (none),20230726,91,106,0.41509433962264153,44,280.5265550566038,0.018867924528301886,2,305.2099985,610.419997
(direct) / (none),20230727,65,82,0.43902439024390244,36,253.01373080487807,0.024390243902439025,2,207.3750015,414.750003
(direct) / (none),20230729,63,69,0.5362318840579711,37,390.4275392753623,0.028985507246376812,2,244.5900005,489.180001
(direct) / (none),20230804,77,85,0.4470588235294118,38,153.91263856470587,0.023529411764705882,2,122.719999,245.439998
(direct) / (none),20230808,74,89,0.4606741573033708,41,348.613892741573,0.02247191011235955,2,354.0350005,708.070001
(direct) / (none),20230810,67,83,0.4939759036144578,41,211.9211983253012,0.024096385542168676,2,56.529999,113.059998
(direct) / (none),20230811,52,61,0.4262295081967213,26,360.8650534918033,0.03278688524590164,2,196.640001,393.280002
(direct) / (none),20230815,69,76,0.4605263157894737,35,242.06980396052634,0.02631578947368421,2,119.3849995,238.769999
(direct) / (none),20230818,61,69,0.43478260869565216,30,328.97287734782606,0.028985507246376812,2,461.1750005,922.350001
(direct) / (none),20230829,65,81,0.4567901234567901,37,188.65133520987658,0.024691358024691357,2,334.044999,668.089998
(direct) / (none),20230906,66,75,0.30666666666666664,23,249.41719153333335,0.02666666666666667,2,180.7300005,361.460001
(direct) / (none),20230914,58,69,0.4492753623188406,31,324.32767447826086,0.028985507246376812,2,203.8899995,407.779999
(direct) / (none),20230920,53,67,0.417910447761194,28,174.26585958208955,0.029850746268656716,2,398.0750005,796.150001
(direct) / (none),20230921,41,51,0.5882352941176471,30,818.1240449411764,0.0392156862745098,2,207.075,414.15
(direct) / (none),20230928,76,89,0.5842696629213483,52,305.1093467191011,0.02247191011235955,2,201.119999,402.239998
(direct) / (none),20230930,61,72,0.4861111111111111,35,258.20630058333325,0.027777777777777776,2,232.755001,465.510002
(direct) / (none),20231002,56,62,0.46774193548387094,29,220.78236182258064,0.03225806451612903,2,372.745002,745.490004
(direct) / (none),20231007,72,84,0.39285714285714285,33,161.88187197619047,0.023809523809523808,2,642.434999,1284.869998
(direct) / (none),20231017,77,84,0.5357142857142857,45,157.75369163095237,0.023809523809523808,2,368.9,737.8
(direct) / (none),20231025,64,75,0.4666666666666667,35,333.26649796000004,0.02666666666666667,2,269.98,539.96
(direct) / (none),20231029,71,83,0.3373493975903614,28,263.7870987710844,0.024096385542168676,2,329.3750005,658.750001
(direct) / (none),20231103,72,80,0.4125,33,398.0975238625,0.025,2,1574.824998,3149.649996
(direct) / (none),20231119,91,113,0.4336283185840708,49,150.01983224778763,0.017699115044247787,2,330.49,660.98
(direct) / (none),20231120,99,112,0.44642857142857145,50,185.82281515178573,0.017857142857142856,2,132.2449995,264.489999
(direct) / (none),20231121,91,104,0.4807692307692308,50,122.45391275961538,0.019230769230769232,2,435.655,871.31
(direct) / (none),20231122,111,126,0.4603174603174603,58,249.9108557698413,0.007936507936507936,2,104.679998,209.359996
(direct) / (none),20231123,132,152,0.4868421052631579,74,214.68902372368422,0.006578947368421052,2,311.2900005,622.580001
(direct) / (none),20231129,129,155,0.4838709677419355,75,265.50838750322583,0.012903225806451613,2,530.9850015,1061.970003
(direct) / (none),20231202,79,86,0.5930232558139535,51,198.8100301511628,0.023255813953488372,2,2702.6749985,5405.349997
(direct) / (none),20231203,85,105,0.5523809523809524,58,312.5304120761905,0.01904761904761905,2,437.19,874.38
(direct) / (none),20231204,88,114,0.5263157894736842,60,238.38121559649127,0.017543859649122806,2,318.9699985,637.939997
(direct) / (none),20231207,89,105,0.5142857142857142,54,210.78236350476195,0.01904761904761905,2,216.3649995,432.729999
(direct) / (none),20231208,208,236,0.4067796610169492,96,130.0267288559322,0.00847457627118644,2,1481.3749985,2962.749997
(direct) / (none),20231211,94,124,0.4596774193548387,57,232.26884335483868,0.008064516129032258,2,164.669998,329.339996
(direct) / (none),20231212,84,98,0.5204081632653061,51,240.26333503061224,0.02040816326530612,2,611.519999,1223.039998
(direct) / (none),20231217,70,78,0.48717948717948717,38,247.4133706410256,0.02564102564102564,2,305.0099995,610.019999
RD Station / email,20230702,46,51,0.6274509803921569,32,253.69969705882352,0.0392156862745098,2,166.4,332.8
RD Station / email,20230830,45,51,0.5686274509803921,29,314.8059804313726,0.0392156862745098,2,607.125,1214.25
edrone / email,20231104,62,80,0.6625,53,412.03123930000004,0.025,2,392.0499985,784.099997
edrone / email,20231111,70,93,0.5698924731182796,53,197.87215769892472,0.021505376344086023,2,240.71,481.42
edrone / email,20231122,57,86,0.627906976744186,54,617.017552639535,0.023255813953488372,2,1626.495002,3252.990004
edrone / email,20231125,95,117,0.6324786324786325,74,433.75572639316243,0.017094017094017096,2,1853.0849995,3706.169999
edrone / email,20231129,48,74,0.6486486486486487,48,856.8307671756758,0.02702702702702703,2,227.104999,454.209998
facebook / cpc,20230728,191,202,0.7277227722772277,147,165.07930314851484,0.0049504950495049506,2,155.800001,311.600002
facebook / cpc,20230729,176,183,0.6830601092896175,125,158.35514465027322,0.01092896174863388,2,143.75,287.5
facebook / cpc,20230818,105,114,0.5,57,221.9978865526316,0.017543859649122806,2,391.665,783.33
facebook / cpc,20230910,77,78,0.5769230769230769,45,141.67267755128205,0.02564102564102564,2,192.259999,384.519998
facebook / cpc,20231017,89,95,0.5789473684210527,55,131.98866368421054,0.021052631578947368,2,196.9450005,393.890001
facebook / cpc,20231030,67,69,0.7536231884057971,52,215.94592565217394,0.028985507246376812,2,711.7900015,1423.580003
facebook / cpc,20231111,231,251,0.7171314741035857,180,421.9482611593625,0.00796812749003984,2,383.5200005,767.040001
facebook / cpc,20231112,280,295,0.7457627118644068,220,246.21434918983047,0.006779661016949152,2,251.66,503.32
facebook / cpc,20231115,283,297,0.6902356902356902,205,192.80421479124578,0.006734006734006734,2,840.934999,1681.869998
facebook / cpc,20231123,392,404,0.6435643564356436,260,132.42810313861386,0.0049504950495049506,2,273.3899995,546.779999
facebook / cpc,20231125,291,305,0.6360655737704918,194,167.7098634885246,0.006557377049180328,2,356.065,712.13
google / cpc,20230315,228,278,0.6690647482014388,186,330.00145445683455,0.007194244604316547,2,307.3950005,614.790001
google / cpc,20230317,169,220,0.6454545454545455,142,364.7644557181818,0.00909090909090909,2,185.319999,370.639998
google / cpc,20230318,163,198,0.6565656565656566,130,243.85188743434344,0.010101010101010102,2,189.675752,379.351504
google / cpc,20230408,237,277,0.5703971119133574,158,305.47477129241884,0.007220216606498195,2,327.7,655.4
google / cpc,20230412,202,252,0.623015873015873,157,273.27749541666674,0.007936507936507936,2,69.8100005,139.620001
google / cpc,20230415,138,167,0.7365269461077845,123,241.29442101796408,0.011976047904191617,2,354.2999415,708.599883
google / cpc,20230416,152,179,0.6759776536312849,121,355.5848214581005,0.0111731843575419,2,563.310002,1126.620004
google / cpc,20230417,146,187,0.6684491978609626,125,518.148768053476,0.0106951871657754,2,424.8850005,849.770001
google / cpc,20230421,131,158,0.7341772151898734,116,288.6545995253164,0.012658227848101266,2,226.1,452.2
google / cpc,20230423,147,164,0.6951219512195121,114,224.32077445121956,0.012195121951219513,2,38.9000015,77.800003
google / cpc,20230519,147,191,0.6335078534031413,121,329.5380979371728,0.010471204188481676,2,597.839999,1195.679998
google / cpc,20230524,224,264,0.7196969696969697,190,290.0478447045454,0.007575757575757576,2,207.4999995,414.999999
google / cpc,20230525,221,263,0.6273764258555133,165,251.86312585171103,0.0076045627376425855,2,300.725,601.45
google / cpc,20230531,206,250,0.668,167,308.296525452,0.008,2,457.690002,915.380004
google / cpc,20230619,264,304,0.6743421052631579,205,302.9505269046053,0.006578947368421052,2,592.1800005,1184.360001
google / cpc,20230624,180,209,0.645933014354067,135,182.9538599808612,0.009569377990430622,2,308.690002,617.380004
google / cpc,20230705,234,297,0.6835016835016835,203,309.2752844040404,0.006734006734006734,2,344.4750015,688.950003
google / cpc,20230813,254,288,0.5694444444444444,164,202.15123025000003,0.006944444444444444,2,150.99,301.98
google / cpc,20230825,123,158,0.7151898734177216,113,350.39744031012657,0.012658227848101266,2,311.764999,623.529998
google / cpc,20230827,146,182,0.6208791208791209,113,286.82659809340663,0.01098901098901099,2,295.900001,591.800002
google / cpc,20230908,202,240,0.6458333333333334,155,288.76681806666676,0.008333333333333333,2,296.6399995,593.279999
google / cpc,20230911,214,267,0.6217228464419475,166,295.0893278576779,0.00749063670411985,2,450.3699985,900.739997
google / cpc,20230912,261,314,0.6751592356687898,212,305.7318034076433,0.006369426751592357,2,179.475,358.95
google / cpc,20230913,236,299,0.68561872909699,205,296.95102943143814,0.006688963210702341,2,877.3349985,1754.669997
google / cpc,20230925,276,336,0.6577380952380952,221,346.6541720089286,0.005952380952380952,2,639.925,1279.85
google / cpc,20231006,201,236,0.673728813559322,159,300.7909042161017,0.00847457627118644,2,256.7050005,513.410001
google / cpc,20231013,214,249,0.6224899598393574,155,317.20999275100394,0.008032128514056224,2,1331.3700005,2662.740001
google / cpc,20231023,267,339,0.6519174041297935,221,297.6112122123894,0.0058997050147492625,2,150.69,301.38
google / cpc,20231028,211,260,0.6384615384615384,166,280.93372585,0.007692307692307693,2,271.75,543.5
google / cpc,20231215,168,211,0.6398104265402843,135,267.3367399336493,0.009478672985781991,2,266.25,532.5
google / cpc,20231216,168,194,0.6443298969072165,125,279.4500668092784,0.010309278350515464,2,1227.465001,2454.930002
google / cpc,20231221,190,244,0.5860655737704918,143,279.1381203360655,0.00819672131147541,2,412.350002,824.700004
google / cpc,20231229,170,195,0.6410256410256411,125,266.03651795897434,0.010256410256410256,2,438.520001,877.040002
google / organic,20230315,62,76,0.6973684210526315,53,347.77636185526313,0.02631578947368421,2,263.440001,263.440001
google / organic,20230320,66,78,0.6025641025641025,47,337.7988886153846,0.02564102564102564,2,152.32,304.64
google / organic,20230322,62,78,0.5897435897435898,46,252.04112882051277,0.02564102564102564,2,617.415,1234.83
google / organic,20230329,65,76,0.6447368421052632,49,331.58778548684205,0.02631578947368421,2,379.0599995,758.119999
google / organic,20230420,69,88,0.6477272727272727,57,324.7530667840909,0.022727272727272728,2,198.0049985,396.009997
google / organic,20230426,75,90,0.6555555555555556,59,372.6796558222222,0.022222222222222223,2,118.300001,236.600002
google / organic,20230501,55,67,0.5671641791044776,38,194.28492441791045,0.014925373134328358,2,979.5000025,1959.000005
google / organic,20230512,57,62,0.6451612903225806,40,230.9414728064516,0.03225806451612903,2,311.7750005,623.550001
google / organic,20230609,49,58,0.7586206896551724,44,311.9447812413793,0.034482758620689655,2,253.9450005,507.890001
google / organic,20230616,49,59,0.6440677966101694,38,422.1212012033898,0.03389830508474576,2,1028.3549995,2056.709999
google / organic,20230617,39,41,0.5121951219512195,21,250.8093013902439,0.04878048780487805,2,223.3699995,446.739999
google / organic,20230706,57,68,0.6029411764705882,41,175.49515689705885,0.029411764705882353,2,110.9,221.8
google / organic,20230707,56,62,0.6774193548387096,42,337.44700845161293,0.016129032258064516,2,178.1200005,356.240001
google / organic,20230709,58,65,0.5692307692307692,37,148.79520247692307,0.03076923076923077,2,245.32,490.64
google / organic,20230719,73,92,0.6521739130434783,60,422.60444906521735,0.010869565217391304,2,237.650002,475.300004
google / organic,20230730,42,52,0.6923076923076923,36,276.8886682307692,0.038461538461538464,2,506.050001,1012.100002
google / organic,20230731,77,90,0.6,54,342.0483588777778,0.022222222222222223,2,629.2799995,1258.559999
google / organic,20230802,64,74,0.6621621621621622,49,309.82966158108104,0.02702702702702703,2,362.044999,724.089998
google / organic,20230808,64,78,0.6923076923076923,54,281.97862062820514,0.02564102564102564,2,234.4749995,468.949999
google / organic,20230821,73,79,0.6329113924050633,50,298.55670574683546,0.02531645569620253,2,1070.1300015,2140.260003
google / organic,20230907,61,70,0.5,35,171.51004165714286,0.02857142857142857,2,99.69,199.38
google / organic,20230911,77,96,0.6458333333333334,62,335.9269629270833,0.020833333333333332,2,326.8250005,653.650001
google / organic,20230918,88,100,0.64,64,471.85942244000006,0.02,2,700.700001,1401.400002
google / organic,20230919,76,86,0.6395348837209303,55,435.14378141860465,0.023255813953488372,2,347.6349985,695.269997
google / organic,20231002,68,72,0.625,45,196.36371523611112,0.027777777777777776,2,383.805002,767.610004
google / organic,20231022,58,62,0.6451612903225806,40,227.40338648387097,0.03225806451612903,2,641.0999995,1282.199999
google / organic,20231026,79,87,0.6781609195402298,59,254.56274862068966,0.022988505747126436,2,423.4,846.8
google / organic,20231030,90,102,0.5686274509803921,58,220.10219506862745,0.0196078431372549,2,347.7449985,695.489997
google / organic,20231111,62,66,0.5303030303030303,35,320.8956108484848,0.030303030303030304,2,101.450001,202.900002
google / organic,20231113,76,80,0.7625,61,332.72710700000005,0.025,2,590.835001,1181.670002
google / organic,20231120,119,133,0.6090225563909775,81,284.4925040150376,0.015037593984962405,2,789.5849995,1579.169999
google / organic,20231121,100,117,0.6581196581196581,77,298.3726465470085,0.017094017094017096,2,297.284998,594.569996
google / organic,20231128,104,114,0.631578947368421,72,338.49585560526316,0.017543859649122806,2,243.585,487.17
google / organic,20231129,128,142,0.6126760563380281,87,289.6930120774648,0.014084507042253521,2,484.9200005,969.840001
google / organic,20231201,101,115,0.5826086956521739,67,225.34783266086959,0.017391304347826087,2,266.8399985,533.679997
google / organic,20231210,72,77,0.7142857142857143,55,170.8670449090909,0.025974025974025976,2,125.465001,250.930002
google / organic,20231224,50,56,0.5357142857142857,30,167.89502780357142,0.03571428571428571,2,142.095,284.19
l.instagram.com / referral,20231124,345,348,0.7298850574712644,254,147.91981717528736,0.005747126436781609,2,67.4099985,134.819997
linktr.ee / referral,20230821,38,39,0.8974358974358975,35,530.3655151538461,0.05128205128205128,2,470.03,940.06
linktr.ee / referral,20230822,47,48,0.875,42,322.0532480416667,0.041666666666666664,2,375.4649985,750.929997
linktr.ee / referral,20230913,150,152,0.8157894736842105,124,178.30831561184212,0.013157894736842105,2,530.065001,1060.130002
linktr.ee / referral,20230918,74,75,0.9066666666666666,68,247.73521968,0.02666666666666667,2,190.9449995,381.889999
linktr.ee / referral,20231102,41,44,0.8409090909090909,37,407.0241807045455,0.045454545454545456,2,598.275002,1196.550004
linktr.ee / referral,20231114,106,109,0.9174311926605505,100,279.0981557889908,0.01834862385321101,2,435.0850005,870.170001
linktr.ee / referral,20231116,65,69,0.855072463768116,59,290.01093873913044,0.028985507246376812,2,339.805002,679.610004
linktr.ee / referral,20231124,153,159,0.89937106918239,143,256.63629449056606,0.012578616352201259,2,386.2950015,772.590003
linktr.ee / referral,20231126,128,141,0.8368794326241135,118,372.2630908652482,0.014184397163120567,2,765.0300005,1530.060001
linktr.ee / referral,20231216,37,39,0.9743589743589743,38,289.1448656666667,0.05128205128205128,2,193.6649995,387.329999
linktr.ee / referral,20231217,49,50,0.86,43,412.17025119999994,0.04,2,161.2449995,322.489999
newslatter / home,20230402,50,54,0.5,27,156.02936718518518,0.018518518518518517,2,147.1750005,294.350001
newsletter / categoria_sousplat,20230705,45,56,0.6964285714285714,39,379.87617173214284,0.017857142857142856,2,1287.344999,2574.689998
newsletter / home,20230703,69,93,0.7096774193548387,66,576.8901030645162,0.021505376344086023,2,491.554999,983.109998
newsletter / home,20230712,67,90,0.6444444444444445,58,511.68245088888887,0.022222222222222223,2,479.5999985,959.199997
newsletter / home,20230714,44,52,0.7692307692307693,40,382.2090660384616,0.038461538461538464,2,527.0249995,1054.049999
newsletter / home,20230720,44,60,0.7166666666666667,43,781.9857336333333,0.03333333333333333,2,94.2499985,188.499997
newsletter / home,20230721,55,75,0.7066666666666667,53,482.2876432,0.02666666666666667,2,271.2650005,542.530001
newsletter / home,20230725,44,60,0.5166666666666667,31,1389.0339156,0.03333333333333333,2,592.645001,1185.290002
newsletter / home,20230727,50,77,0.6103896103896104,47,347.5281609220779,0.012987012987012988,2,151.729999,303.459998
newsletter / home,20230728,56,76,0.6052631578947368,46,431.498036,0.02631578947368421,2,283.3750005,566.750001
newsletter / home,20230731,71,100,0.69,69,456.05009297,0.02,2,139.3500005,278.700001
newsletter / home,20230821,37,62,0.7096774193548387,44,631.8123748870967,0.03225806451612903,2,419.575002,839.150004
(direct) / (none),20230315,95,103,0.44660194174757284,46,211.13495690291262,0.009708737864077669,1,219.759999,219.759999
(direct) / (none),20230316,96,103,0.2524271844660194,26,84.51749932038835,0.009708737864077669,1,178.4,178.4
(direct) / (none),20230317,59,67,0.4925373134328358,33,552.9796068507462,0.014925373134328358,1,381.150002,381.150002
(direct) / (none),20230321,76,89,0.48314606741573035,43,244.40761201123595,0.011235955056179775,1,113.429999,113.429999
(direct) / (none),20230323,74,86,0.46511627906976744,40,112.73253056976743,0.011627906976744186,1,95.519999,95.519999
(direct) / (none),20230326,56,60,0.4166666666666667,25,96.69111466666665,0.016666666666666666,1,219.099999,219.099999
(direct) / (none),20230327,97,118,0.5932203389830508,70,275.8054990932203,0.00847457627118644,1,119.899998,119.899998
(direct) / (none),20230328,77,88,0.45454545454545453,40,161.88518848863635,0.011363636363636364,1,458.840001,458.840001
(direct) / (none),20230330,57,68,0.39705882352941174,27,236.4402151911765,0.014705882352941176,1,18.910001,18.910001
(direct) / (none),20230402,56,64,0.421875,27,244.27144153125002,0.015625,1,102.030001,102.030001
(direct) / (none),20230403,67,77,0.5194805194805194,40,202.25916153246752,0.012987012987012988,1,129.95,129.95
(direct) / (none),20230404,65,76,0.5657894736842105,43,195.7802289473684,0.013157894736842105,1,160.55,160.55
(direct) / (none),20230413,64,78,0.44871794871794873,35,209.70713008974357,0.01282051282051282,1,178,178
(direct) / (none),20230417,58,64,0.53125,34,172.853337734375,0.015625,1,112.999998,112.999998
(direct) / (none),20230420,102,116,0.49137931034482757,57,219.7072444310345,0.008620689655172414,1,573.599999,573.599999
(direct) / (none),20230421,57,64,0.453125,29,99.10485965625,0.015625,1,50.22,50.22
(direct) / (none),20230422,43,47,0.3829787234042553,18,190.85379638297874,0.02127659574468085,1,789.780002,789.780002
(direct) / (none),20230425,57,71,0.5492957746478874,39,356.1435593380282,0.014084507042253521,1,123.659998,123.659998
(direct) / (none),20230428,69,77,0.4805194805194805,37,145.81427481818181,0.012987012987012988,1,101.4,101.4
(direct) / (none),20230429,61,67,0.43283582089552236,29,125.36459046268658,0.014925373134328358,1,256.26,256.26
(direct) / (none),20230501,62,70,0.42857142857142855,30,216.2102146,0.014285714285714285,1,150.949999,150.949999
(direct) / (none),20230505,65,77,0.42857142857142855,33,200.14423949350646,0.012987012987012988,1,150.950001,150.950001
(direct) / (none),20230508,78,88,0.5340909090909091,47,172.74558512500002,0.011363636363636364,1,1209.839998,1209.839998
(direct) / (none),20230514,47,58,0.5,29,258.93425675862073,0.017241379310344827,1,373.06,373.06
(direct) / (none),20230516,87,103,0.46601941747572817,48,214.2409152330097,0.009708737864077669,1,1763.500001,1763.500001
(direct) / (none),20230518,75,89,0.39325842696629215,35,109.74294356179774,0.011235955056179775,1,296.280001,296.280001
(direct) / (none),20230520,84,85,0.2823529411764706,24,113.02188938823528,0.011764705882352941,1,152.579998,152.579998
(direct) / (none),20230525,72,79,0.43037974683544306,34,277.59243651898737,0.012658227848101266,1,1927.090001,1927.090001
(direct) / (none),20230531,64,72,0.4583333333333333,33,140.10110847222222,0.013888888888888888,1,163.840001,163.840001
(direct) / (none),20230605,82,91,0.4065934065934066,37,143.55289335164835,0.01098901098901099,1,167.700001,167.700001
(direct) / (none),20230607,66,73,0.4931506849315068,36,197.90130801369864,0.0136986301369863,1,127.819998,127.819998
(direct) / (none),20230609,233,238,0.5,119,138.61141796638657,0.004201680672268907,1,563.64,563.64
(direct) / (none),20230610,50,54,0.5185185185185185,28,366.20152562962966,0.018518518518518517,1,699.5,699.5
(direct) / (none),20230617,140,154,0.38961038961038963,60,111.60787087012987,0.006493506493506494,1,118.39,118.39
(direct) / (none),20230619,164,183,0.4098360655737705,75,227.105124010929,0.00546448087431694,1,57.150002,57.150002
(direct) / (none),20230623,191,201,0.35323383084577115,71,122.81809311442784,0.004975124378109453,1,323.849999,323.849999
(direct) / (none),20230628,189,208,0.36538461538461536,76,151.8509058076923,0.004807692307692308,1,1074.000002,1074.000002
(direct) / (none),20230703,62,72,0.3333333333333333,24,178.1616635138889,0.013888888888888888,1,104.259998,104.259998
(direct) / (none),20230710,193,207,0.22705314009661837,47,98.20628196135266,0.004830917874396135,1,131.270001,131.270001
(direct) / (none),20230713,60,68,0.4264705882352941,29,225.75389250000003,0.014705882352941176,1,620.000001,620.000001
